"playerId"|"goals"|"assists"|"matches"|"penalties"
10612|1|4|16|1
14199|16|3|30|1
9772|3|3|10|0
11848|1|0|7|0
948|0|0|6|0
6977|0|0|3|0
3166|25|14|49|1
8972|3|8|113|7
12157|6|2|6|1
6374|0|1|28|0
3657|24|15|19|0
14291|4|5|149|2
14631|3|0|14|1
6970|0|0|4|0
11659|11|5|20|0
6314|1|1|2|0
7876|0|0|2|0
7077|1|0|7|0
6139|1|1|3|0
11325|0|0|2|0
5115|2|0|11|0
14237|1|0|6|0
11695|1|0|8|0
8868|0|0|2|0
1007|2|0|2|0
8225|1|0|2|0
935|0|1|11|0
10575|0|1|11|0
13945|0|0|3|0
11022|2|1|4|0
1925|0|0|23|0
10614|2|1|18|0
5722|1|2|18|1
2230|5|5|48|1
3350|74|57|195|7
3602|18|12|66|0
3583|20|20|44|2
8609|92|24|164|10
12792|3|0|10|0
1175|0|0|7|0
9204|1|0|62|0
1908|2|1|12|0
6470|4|8|32|2
8612|86|68|131|13
15724|0|3|10|0
5674|3|12|117|12
6726|0|0|15|0
10852|0|0|19|0
11908|2|0|5|0
14348|0|1|41|1
8480|1|2|9|0
9693|94|47|95|7
4303|0|2|56|0
2587|8|4|73|3
9296|2|1|10|0
2039|2|3|20|0
7691|0|4|18|3
3542|0|0|13|1
535|0|8|54|2
2289|6|4|22|1
3930|1|2|24|0
12095|7|6|39|7
13708|9|9|34|2
6218|0|0|18|1
5029|1|0|12|1
5933|5|2|33|1
2182|4|3|32|0
9452|5|4|23|0
14611|3|1|6|1
5171|41|23|47|7
9567|0|0|9|1
6199|20|4|36|3
1475|0|0|1|0
4707|23|5|58|0
6332|2|1|21|2
10590|56|33|64|4
13785|67|48|71|11
3835|71|29|120|9
15110|3|2|7|0
13226|0|0|45|0
3598|20|15|46|0
3635|4|4|37|2
2320|160|47|69|4
13388|17|7|64|3
15509|33|16|74|0
2572|5|3|25|1
13681|24|8|25|6
6110|0|0|4|0
7751|52|26|83|8
7588|29|16|97|3
14662|4|3|84|2
9763|0|0|10|0
6929|5|0|2|0
7310|0|5|125|0
8556|19|4|45|0
7887|3|2|26|0
6088|2|1|4|0
1590|12|18|49|0
14219|5|5|10|0
15506|71|39|115|5
15093|20|8|26|0
168|43|19|37|1
398|0|0|6|0
15602|0|0|2|0
12863|23|12|56|0
8727|0|0|31|0
8008|0|0|4|0
9722|63|31|111|9
1310|26|3|12|0
2022|323|112|161|13
2445|80|54|136|12
14757|8|9|134|0
201|11|3|27|1
9070|41|12|38|12
4040|96|119|159|5
5189|3|5|8|2
5250|121|64|116|6
1319|0|1|10|0
2306|14|7|20|7
8720|7|6|18|0
14320|22|4|14|1
4993|26|6|12|3
15490|0|0|1|0
9482|5|13|55|3
10058|12|6|18|2
7826|18|3|40|4
8271|5|10|10|0
10010|5|0|2|0
4390|3|3|7|0
5204|1|4|10|0
5009|0|1|11|0
7192|0|6|19|0
858|0|0|8|0
12497|0|0|2|0
7627|0|2|10|0
1702|3|2|20|3
11623|0|1|8|0
427|1|3|12|0
6984|11|5|10|0
13438|3|1|10|0
90|13|2|42|1
6711|0|0|4|1
7630|0|0|8|0
7860|12|9|46|3
2523|64|21|66|7
855|11|11|68|4
3268|17|12|54|3
9016|135|42|62|6
12028|0|0|7|1
5985|10|4|15|3
2141|130|92|128|2
5865|1|5|59|1
3425|108|50|93|43
1208|60|35|64|1
14176|0|0|6|1
13822|44|52|89|5
1236|0|6|90|0
11345|0|0|6|0
15594|5|2|3|0
2377|2|3|24|0
10098|0|0|2|0
197|0|0|2|0
7814|0|1|2|0
8334|7|5|8|1
13746|19|8|19|2
10194|0|0|2|0
230|0|1|10|0
12119|1|0|8|0
12002|2|1|16|0
2199|0|0|7|1
13886|30|26|75|2
2442|1|0|16|0
12562|0|0|2|0
11435|12|11|10|0
12179|4|1|20|0
11694|0|0|4|0
15531|57|23|72|5
2595|5|3|20|0
4187|23|8|14|0
8210|28|7|14|1
14737|27|3|57|1
15612|7|4|18|0
13745|0|0|6|1
12031|0|0|10|0
296|0|0|4|0
14489|0|0|2|0
10674|4|1|6|0
10795|18|9|52|0
12135|0|0|13|0
1076|6|1|4|0
12127|10|5|56|3
15635|2|2|8|0
13893|9|3|37|1
13154|131|95|192|2
13895|67|42|161|1
7479|28|4|39|1
7959|1|4|16|1
15773|23|6|107|8
13280|4|4|12|0
4803|1|1|10|0
8370|0|3|22|0
14433|2|2|10|0
8566|16|4|16|0
5482|0|0|6|0
8675|5|2|4|0
12491|1|2|3|0
6447|0|1|10|1
9703|2|0|18|0
10317|213|81|213|29
15717|0|1|31|0
5309|3|1|16|0
1184|0|0|14|0
3823|0|0|6|0
15503|1|0|10|0
11657|4|3|4|0
5075|0|0|4|0
2755|5|3|20|2
5645|3|1|9|0
9563|201|82|211|9
11748|0|3|4|0
7922|0|0|2|0
5367|3|2|3|0
4289|6|4|6|0
5908|74|31|45|4
11493|0|0|7|0
4094|29|23|195|1
6389|7|11|77|5
14778|64|26|75|1
8339|2|4|61|0
14319|3|3|30|0
9277|2|1|6|0
7292|153|79|194|7
6108|179|69|149|4
15009|64|30|190|6
358|33|10|66|1
10642|38|29|168|5
6135|0|1|7|0
13992|0|0|3|0
12171|309|152|186|12
476|0|2|7|0
10626|1|0|6|0
6885|0|0|2|0
7340|3|10|54|0
11475|70|48|64|2
2719|2|1|7|0
1274|255|124|194|13
3961|1|0|6|0
2802|0|2|8|0
12350|3|1|15|0
4192|7|4|16|0
5593|0|0|6|0
11963|0|0|12|1
3899|0|0|2|0
15508|133|88|182|10
12613|0|0|6|0
13406|289|163|173|5
1455|252|159|217|9
9863|0|0|4|0
14781|235|140|198|7
14364|0|0|6|0
8635|4|6|36|0
13219|0|1|6|0
9241|50|43|169|1
10685|6|13|82|2
1879|0|0|22|0
15011|2|0|8|0
2862|73|40|75|1
15712|3|1|82|0
15757|0|0|16|0
9931|18|10|74|1
8147|100|36|171|6
2528|60|31|77|2
1820|1|0|20|0
9815|11|6|25|1
14912|76|42|183|6
8481|0|1|39|0
15788|96|54|124|3
15479|2|1|10|0
232|49|13|31|0
14841|14|13|41|1
1575|0|1|11|0
5633|31|14|29|0
407|0|0|2|0
6785|25|26|74|2
4973|1|1|15|0
8591|128|29|60|0
15476|1|2|18|0
3377|2|0|5|0
4399|3|0|16|0
15222|14|22|78|0
4155|12|10|50|1
3090|24|10|31|0
9131|144|58|85|3
5419|22|22|102|1
2779|448|157|247|27
6381|0|2|22|1
6204|4|0|13|0
12625|0|1|6|0
12582|104|58|123|0
999|52|59|173|3
12318|87|53|162|17
2429|94|56|159|5
6875|0|4|15|1
7392|56|44|69|3
4127|11|0|9|0
6799|1|0|2|0
10781|75|79|144|9
13850|1|1|30|0
5400|7|9|45|0
11627|242|65|149|0
12529|18|8|54|0
13268|22|14|71|2
10673|138|77|162|11
13902|0|0|3|0
5713|4|2|55|0
1497|329|189|156|3
7756|58|25|73|1
10104|45|28|115|2
14424|50|23|61|0
15459|743|594|285|24
12448|1|3|35|0
11887|5|1|26|0
3148|65|31|68|10
13466|22|13|34|0
15263|15|7|36|1
2003|1|0|7|0
14209|13|15|62|1
673|17|16|68|0
10043|3|5|53|0
4023|0|0|8|0
15269|1|3|7|0
12140|35|22|60|1
8485|22|16|227|1
11367|12|8|47|1
10150|4|0|12|0
8431|6|5|36|1
11134|9|6|38|0
76|40|20|48|1
8541|0|2|18|0
14290|0|1|10|0
6857|0|0|8|1
10905|11|1|11|0
2380|94|43|71|1
5379|15|8|11|0
5325|4|7|34|1
5319|26|17|30|2
11316|56|14|37|0
11064|2|2|9|0
11589|13|6|10|0
1222|4|1|11|0
4493|10|5|37|1
7103|49|52|152|7
7501|24|6|64|0
5119|8|3|60|0
10473|70|38|82|3
4034|134|45|88|5
12981|6|4|22|0
9175|112|50|155|5
6232|14|18|67|1
5297|5|3|18|0
10258|301|139|169|8
9675|116|103|144|10
15425|14|17|131|0
7683|2|4|21|0
10631|152|64|133|1
4181|190|85|133|2
13960|4|6|138|0
3091|195|59|88|0
15248|2|0|8|1
5883|107|117|180|9
6586|286|211|196|28
4611|172|84|89|5
3028|37|28|80|0
9477|7|5|24|1
13216|5|5|57|0
12975|1|3|6|0
12633|33|8|46|0
7983|31|23|45|1
11839|0|0|2|0
3880|1|0|3|0
11373|4|1|5|0
7097|391|158|181|4
3229|0|0|4|0
1518|3|1|16|0
5919|0|0|10|0
13667|0|0|10|0
13465|2|0|2|0
9804|1|0|4|0
11666|0|0|2|0
13847|7|4|31|0
6222|3|4|29|0
9589|1|0|1|0
7775|0|2|7|0
4851|0|1|4|0
9661|54|27|90|4
305|249|180|252|10
2747|308|194|222|25
1435|126|95|160|31
4889|0|0|7|0
494|1|5|29|0
11855|11|8|56|0
13518|217|145|133|30
5741|4|1|42|0
10512|0|9|82|0
7947|30|25|71|14
4427|83|63|245|25
5596|15|27|103|0
4522|10|3|24|0
9583|5|1|28|0
5963|27|17|44|1
3162|2|1|8|0
2885|0|2|14|0
14202|5|5|17|3
198|235|203|132|20
12391|4|6|16|1
6623|192|173|195|22
12594|537|291|268|28
11539|322|250|242|42
2105|1|0|2|0
1956|9|16|33|1
15363|5|4|12|0
11042|93|68|102|15
15253|67|60|127|15
14268|2|5|21|3
10380|9|3|16|0
1759|59|53|177|16
14367|35|28|116|11
12687|62|58|152|5
6636|53|37|81|4
13365|8|14|50|1
3549|239|148|169|26
13299|20|17|43|2
9880|53|28|93|14
6627|95|94|102|5
7742|5|1|19|1
8377|134|71|151|13
3397|270|141|139|40
6915|0|6|163|2
7810|2|15|121|3
7677|34|16|32|6
9232|4|14|126|2
12958|569|452|286|36
12354|42|20|48|3
13747|97|84|172|16
4368|1|2|8|0
2891|45|18|61|10
7857|41|25|31|1
14995|5|2|23|0
15467|0|3|31|0
1940|62|41|71|10
7010|1|0|4|0
14581|9|7|57|0
12277|99|78|124|9
484|101|129|138|32
5951|1|1|2|0
15164|87|39|97|13
13186|14|4|35|2
5186|42|15|32|1
9203|51|34|188|12
4232|59|38|135|8
1724|0|2|18|0
14287|0|4|4|0
9102|3|3|1|0
6730|18|19|30|2
14305|379|141|189|25
13697|383|269|231|10
11700|216|135|109|26
13694|1|21|188|2
13085|29|4|12|1
889|8|6|6|0
4354|32|7|41|1
9760|3|2|6|0
2494|61|37|76|13
546|83|20|86|6
9493|0|0|2|0
9695|14|11|24|0
4406|9|4|12|0
5037|1|1|11|0
4169|26|16|36|1
5232|1|2|16|0
13412|10|10|119|0
15174|4|5|17|0
6573|67|22|108|9
4873|5|12|43|1
13074|0|0|5|1
14929|5|4|30|0
9549|48|22|38|1
4327|9|5|3|1
8764|26|20|23|0
7788|5|2|31|1
4847|0|0|27|0
1297|20|12|27|3
9335|20|19|75|8
1821|61|43|76|5
14896|0|0|27|0
10690|0|1|2|0
6124|7|3|31|1
13459|0|0|21|0
6543|6|4|19|0
1604|45|23|79|3
5426|28|16|40|1
12531|1|0|4|0
5711|176|120|161|22
9586|1|1|6|2
11096|1|0|8|0
431|0|2|5|0
2388|0|3|47|0
8615|166|79|102|2
6587|41|16|59|6
11850|1|0|7|0
1948|1|1|2|0
3454|71|34|58|8
2114|25|7|21|3
692|42|9|24|2
5196|15|11|27|1
10813|0|0|7|0
3611|0|0|20|0
9206|1|0|43|0
7213|0|3|20|0
8991|0|0|20|0
15433|1|0|2|0
14982|0|5|157|1
2524|0|0|6|0
678|46|37|137|14
1963|0|0|1|0
8618|3|3|57|4
4112|31|10|64|3
2013|128|73|157|5
8934|0|0|6|0
2701|172|111|155|6
10034|0|1|53|4
13101|174|95|210|4
7889|0|2|3|0
9500|52|22|68|1
3554|0|0|4|0
10350|2|4|16|0
7526|0|7|182|1
5687|5|2|67|0
3217|302|186|198|14
6656|2|1|17|0
11975|112|44|101|4
812|42|33|98|1
6380|0|0|23|0
5018|101|48|115|11
2513|202|110|195|19
9593|157|123|168|2
3048|0|1|25|0
12966|11|20|205|0
5412|0|0|47|1
13740|0|0|6|0
2457|4|1|30|0
8033|1|1|12|0
809|1|0|10|1
4369|1|0|12|0
3464|1|0|6|0
9009|2|1|14|0
12436|0|0|12|0
1877|173|51|139|4
2751|6|5|28|0
13589|3|1|53|0
2658|120|34|135|2
4149|9|6|52|0
6307|17|2|73|1
8106|1|1|18|0
9279|11|4|59|2
3123|9|6|130|1
4597|17|4|10|0
9690|1|1|6|0
9397|10|12|8|0
1284|2|3|12|0
10856|0|0|46|1
7638|0|0|1|0
3610|2|0|6|0
13230|1|4|79|0
2361|0|0|2|0
13175|0|7|72|2
5887|0|0|3|0
14705|103|57|165|8
2649|5|3|49|1
1496|10|3|64|0
12705|50|16|112|2
7391|169|125|198|9
15049|46|30|128|8
8131|1|0|8|0
14612|47|25|129|8
7661|0|0|24|0
15699|103|58|155|8
11519|4|0|16|0
815|142|83|144|4
7353|0|1|64|0
15500|1|3|126|0
3451|0|0|41|0
11760|18|8|93|2
4599|12|7|93|3
10927|0|0|1|0
7805|0|1|16|0
15716|0|0|15|0
11608|1|0|6|0
5850|3|2|6|0
588|0|1|14|0
4195|23|12|57|1
1758|8|4|77|1
7785|0|1|4|0
729|5|7|76|1
10549|0|0|12|0
3857|8|4|19|0
7952|1|0|12|0
3576|0|0|6|0
998|35|6|52|1
15022|0|0|11|0
1164|0|0|4|0
82|62|49|105|3
7421|39|23|113|3
2580|0|1|6|0
14088|31|7|68|3
7245|72|53|164|3
2493|202|94|170|12
5458|9|0|16|1
8447|79|42|156|8
6810|126|39|121|6
7832|7|1|21|1
4545|13|5|41|2
14125|0|0|22|0
9498|0|0|4|0
9510|0|0|4|0
3347|2|2|59|3
6572|2|4|25|0
510|46|26|52|0
12322|8|7|90|0
4235|0|1|8|0
14080|12|3|38|2
1101|9|3|14|1
12661|62|15|31|2
317|2|12|145|1
11129|65|25|77|13
11039|308|246|183|10
9215|37|23|74|3
9757|76|11|61|1
9313|22|24|50|0
8362|556|309|234|27
5640|152|110|192|5
3784|9|9|43|2
6106|24|17|55|1
15224|4|4|29|1
14097|30|24|82|3
9052|8|2|2|0
4858|798|288|295|63
13291|72|31|80|5
11353|0|3|41|0
4473|28|17|37|0
12876|75|53|129|10
7705|0|1|34|0
5880|0|1|14|0
4197|5|0|12|0
6231|29|18|112|9
7346|0|0|8|0
1749|18|28|113|5
12|37|20|112|5
199|4|3|28|1
10402|3|2|19|1
11709|1|6|24|0
3871|0|0|23|0
10227|23|16|103|3
15575|256|105|182|32
5769|10|4|13|0
4980|1|0|22|0
7045|90|61|138|18
3710|61|16|27|0
8373|0|4|59|1
6932|54|24|58|1
6142|1|5|54|2
2098|92|33|122|12
12130|1|1|51|1
9367|101|38|150|9
14297|76|26|80|2
9603|190|81|143|7
10219|2|7|15|0
11275|54|36|53|2
15646|238|123|124|12
7987|19|7|12|1
14039|122|84|180|6
3660|100|50|106|2
5747|278|346|245|12
3671|303|218|234|11
7958|11|20|56|0
4460|0|1|46|1
856|14|18|126|1
744|0|2|34|0
8347|104|21|108|8
741|0|1|54|1
7649|20|26|150|2
10570|0|0|4|0
14168|11|15|96|2
13371|16|17|128|8
14642|105|107|153|9
5877|11|1|18|1
7429|45|28|92|1
2680|0|0|39|0
6266|10|17|126|6
3103|0|2|163|0
2133|9|8|37|0
5731|35|21|24|1
13068|27|16|66|0
4312|17|10|29|0
10411|15|9|18|0
6739|19|24|29|0
14181|171|63|99|3
13091|3|1|8|0
3873|116|23|80|2
53|0|0|5|0
11632|87|14|87|4
14632|1|7|175|0
9989|225|140|127|3
611|2|3|21|1
14083|17|15|116|6
7381|0|0|4|0
7301|0|0|2|0
8197|42|16|63|1
8557|22|19|21|0
1248|14|3|41|0
7243|119|87|136|9
14372|1|0|15|1
5423|9|6|37|0
11602|17|11|48|2
8693|2|0|4|0
14191|0|0|4|0
14033|0|2|12|0
7367|0|0|2|0
14518|0|0|2|0
5368|1|0|23|0
14210|1|1|14|0
15096|28|25|60|3
9721|8|9|50|0
8236|7|3|18|3
6609|8|3|17|0
6576|10|4|37|0
13213|5|1|40|0
6664|1|1|17|0
10578|7|1|25|0
13555|19|3|23|1
2417|4|7|39|1
13229|4|1|32|0
14420|0|0|4|0
14011|12|3|23|1
227|104|59|83|7
11614|0|1|20|0
9319|304|201|217|67
270|84|38|54|4
11968|14|17|10|0
3929|29|36|134|6
11670|132|64|104|7
12163|155|103|128|9
8600|58|23|73|1
3271|7|6|18|1
11741|51|29|63|10
3522|5|2|18|1
57|40|21|52|1
1786|234|145|143|19
246|32|15|58|4
6461|33|21|54|0
2482|0|1|7|0
15711|20|6|21|1
11571|10|11|17|0
3058|0|2|17|0
3310|3|4|20|0
541|1|1|3|0
14938|20|31|47|6
9322|0|2|57|0
11916|33|11|53|2
9872|83|39|131|4
14831|2|5|35|1
5719|13|6|35|0
7407|6|2|10|0
5369|0|0|4|0
15684|12|0|34|3
6027|2|0|3|0
1898|20|17|28|0
9117|42|30|47|1
1379|0|1|6|0
5838|0|3|10|0
10910|1|1|3|0
6177|66|37|111|17
5415|3|0|9|1
8036|0|0|4|0
1407|26|15|67|7
9038|0|2|13|0
4896|5|1|10|0
11555|9|1|7|0
9724|29|9|41|0
5209|8|1|19|0
14940|1|1|4|0
12443|2|0|12|1
11731|1|1|6|0
11997|26|32|80|1
15593|234|99|147|55
2913|16|2|23|3
8823|0|0|3|0
9299|11|4|33|1
14729|9|6|29|1
4332|0|0|2|0
11733|16|15|61|1
13706|43|21|104|5
15196|20|6|14|0
10288|21|21|19|0
1957|3|1|10|0
6118|44|23|20|5
15554|11|4|10|0
256|28|20|96|14
4198|85|59|105|4
11895|10|9|12|0
8914|28|16|101|11
11317|19|23|120|10
3532|76|30|140|12
5937|45|78|98|15
8185|13|8|10|2
3717|2|3|8|0
8104|15|12|33|2
8486|1|0|9|0
5229|1|0|12|1
13480|0|2|80|0
1432|18|3|13|0
14482|10|7|29|2
4048|22|6|14|2
11536|9|6|27|0
10463|0|0|2|0
2104|7|3|10|0
2927|9|13|23|0
10020|2|1|4|0
602|0|3|36|2
13462|35|12|18|1
3291|0|1|17|0
9732|0|0|5|0
7925|5|1|13|0
12264|0|2|7|0
5643|1|1|8|2
9028|1|3|16|0
5098|1|0|48|0
8298|16|12|28|1
12893|109|75|146|19
9196|31|19|26|1
7117|1|1|4|0
12672|37|43|104|6
14235|126|44|121|11
6927|197|112|149|15
1013|0|0|10|0
10031|5|3|3|0
4209|26|9|15|0
7729|32|18|37|7
6261|28|20|86|12
9086|0|3|9|0
6574|4|1|25|0
3976|16|7|78|1
2207|0|4|6|0
3956|2|0|6|1
12742|23|14|33|0
2954|11|16|85|4
15384|0|0|9|1
12569|0|0|2|0
3369|17|26|50|1
14857|64|27|62|9
4839|5|6|13|0
15300|1|0|2|0
8032|2|2|14|0
11934|7|3|9|0
11922|21|13|42|1
11263|12|5|16|1
8116|0|3|24|0
2628|0|0|5|0
3974|3|3|7|1
4797|0|0|4|0
6581|0|0|17|1
6191|4|6|25|0
14785|1|1|13|1
983|11|5|11|2
9967|17|10|44|4
6675|0|0|3|0
5634|0|0|2|0
15596|0|0|7|0
10630|6|3|10|0
10562|6|5|10|0
9878|2|1|6|2
9126|0|2|10|0
15455|0|2|12|0
9585|3|2|6|0
9738|20|9|12|0
5493|0|2|2|0
9657|0|1|2|0
8598|0|2|22|1
9764|16|10|61|2
12332|0|1|6|0
3506|2|0|2|0
1189|0|0|4|0
1400|7|0|8|2
921|4|8|50|1
12091|3|1|2|0
5957|1|0|6|0
9118|12|2|4|0
2759|23|15|10|0
996|20|28|40|3
8942|0|1|42|0
7773|10|2|16|2
628|1|2|12|1
7141|6|3|21|4
1847|0|0|11|0
7337|0|0|83|1
6840|7|2|12|0
179|6|4|23|3
10826|8|6|15|0
7722|0|3|7|1
3889|1|2|13|0
13002|0|0|11|0
11049|3|5|6|0
9884|3|1|10|0
13829|1|3|14|1
11671|1|0|9|0
7237|26|33|75|37
5390|1|0|2|0
3973|2|4|18|5
9526|8|21|39|12
12994|50|18|72|7
5516|10|6|26|6
4364|0|0|9|1
5313|15|9|26|10
6866|25|19|103|3
9887|10|2|5|1
2708|1|2|14|0
13843|8|2|16|1
2112|5|13|20|9
9892|11|5|10|3
1344|11|9|25|0
966|4|1|14|0
3063|3|1|8|1
8372|0|0|2|0
2106|7|3|49|2
14750|2|7|113|2
4653|159|65|138|8
5384|8|9|45|0
1941|1|2|10|0
11187|13|24|84|15
328|1|0|7|3
4019|9|12|42|1
1978|38|31|126|2
5993|35|38|120|6
4063|29|18|38|1
2241|7|4|22|3
9779|0|4|173|2
12543|80|62|145|12
6147|7|14|64|6
15764|15|15|63|5
15234|98|53|88|3
4701|8|4|33|5
15710|39|21|34|6
9443|38|28|33|13
7660|0|0|5|0
3753|7|5|27|1
3239|0|1|2|0
1037|0|0|3|1
14862|430|191|196|30
12156|98|108|128|4
593|30|38|37|1
13500|2|2|9|0
8758|72|51|83|10
4824|119|39|81|11
10552|39|38|52|13
11128|5|6|8|0
5193|0|0|4|2
12393|0|0|4|0
11195|1|0|2|0
5019|5|2|12|2
3230|4|3|8|2
6371|78|57|134|14
13554|35|64|67|12
1736|22|19|61|2
5323|0|0|49|0
15755|1|0|6|2
14007|0|0|1|0
10748|0|1|27|0
10585|8|7|29|0
5446|4|5|22|0
1079|3|3|8|2
2682|5|4|48|1
8054|8|9|17|1
6584|4|1|16|0
8336|28|16|74|4
7800|3|0|7|0
3944|0|0|2|0
5365|12|5|25|1
7264|2|1|7|0
2273|4|4|10|0
2952|0|1|12|0
3856|1|2|23|0
4634|8|5|18|2
7525|0|0|5|0
10243|14|17|75|0
9664|18|11|35|3
3237|0|1|23|2
6081|21|16|92|5
5602|2|7|42|1
10053|2|3|161|1
10467|5|4|25|0
4210|54|31|26|2
13460|511|220|227|60
11183|0|5|16|0
8849|17|9|56|6
1603|5|3|10|0
7319|0|1|83|0
1652|24|30|27|0
2576|24|24|62|1
11771|209|127|113|4
11929|0|0|4|0
9783|224|162|190|32
13724|40|17|38|4
8217|0|6|40|0
931|13|13|18|7
8490|7|2|16|0
12056|47|41|38|2
14601|0|0|4|1
864|4|4|24|1
8515|52|34|20|0
2214|0|0|5|0
1857|8|2|10|2
725|20|13|37|1
4920|54|16|42|7
3747|65|19|82|1
3157|2|11|35|3
6171|183|114|119|2
758|5|2|16|0
9516|64|57|62|1
6796|2|1|3|0
15073|4|4|9|1
12887|59|20|27|2
10966|6|0|19|0
6356|0|5|13|0
4730|6|4|12|0
6976|34|23|27|2
1852|30|25|98|4
892|0|0|13|1
7229|12|5|11|0
9672|26|24|63|7
1382|32|25|70|2
5742|7|4|6|0
6035|18|9|22|1
10116|1|1|26|2
5935|168|96|85|7
12712|0|0|6|0
8752|6|0|19|0
12453|3|0|4|0
13257|1|2|6|1
9605|7|3|5|1
3304|2|2|6|0
13463|9|3|10|1
2253|15|10|59|5
8150|10|13|18|0
8000|34|5|21|5
10546|1|0|4|0
11008|0|1|5|0
5456|7|13|15|1
2516|2|4|63|1
1968|4|0|9|0
14640|24|17|40|1
12358|1|1|4|0
7967|14|25|55|4
6187|6|6|9|1
9636|30|15|37|2
12938|3|0|7|0
7665|21|26|92|8
12834|4|4|24|2
8529|16|12|22|2
3995|2|0|7|0
15161|0|0|15|0
5255|3|2|33|2
3258|2|0|2|0
14063|3|1|5|0
15303|2|1|5|0
311|0|0|4|0
4007|2|2|2|0
9559|23|16|14|1
14465|1|7|7|0
4991|29|21|88|5
14756|19|7|43|3
14637|0|0|2|0
9324|7|6|13|1
7326|0|0|4|1
8390|2|5|38|1
14616|42|49|72|2
3861|35|17|32|4
12985|11|7|14|1
2434|0|3|14|1
11062|9|4|12|2
14313|67|32|77|8
11678|4|3|8|0
15608|3|5|13|2
11089|1|5|27|2
7824|1|2|8|0
12047|69|28|54|2
6454|9|5|28|1
13734|19|8|40|3
8571|9|4|20|3
847|8|2|21|0
11930|0|1|6|0
949|0|0|10|0
9245|8|9|6|0
8303|1|5|48|0
13398|7|8|48|1
15338|80|26|64|1
13020|79|48|54|3
7347|44|26|64|5
9755|1|0|10|1
14707|31|11|44|1
7208|17|6|19|2
13525|114|47|65|3
990|21|14|44|0
6975|75|24|51|11
11573|3|2|11|0
2317|3|1|47|2
6405|0|0|1|0
10080|10|13|30|2
13858|4|7|13|0
10564|1|0|7|0
10257|2|2|2|0
8319|1|9|118|1
1264|3|1|4|0
4671|15|8|21|5
8170|1|2|2|0
12309|3|3|6|0
10680|3|4|26|11
6183|34|15|66|3
39|1|2|2|1
14413|0|3|49|0
13636|25|17|13|0
10874|0|1|68|0
8919|43|11|44|3
12024|0|0|4|0
10344|132|78|198|3
12494|79|35|116|2
15682|38|20|72|0
6202|31|20|105|1
4561|19|19|80|1
7032|19|15|69|3
12854|58|36|79|2
11688|0|1|4|1
1020|11|6|42|1
1259|2|6|40|1
4451|11|8|39|3
8404|23|9|86|1
12718|24|14|109|5
3400|13|9|22|0
9418|2|6|57|1
8771|4|5|16|0
1458|1|1|6|1
14840|12|7|22|0
10403|1|1|4|1
9223|4|6|22|0
13717|0|0|4|0
3621|6|1|8|0
10045|2|0|10|0
5289|0|0|6|0
1242|36|28|80|1
2126|16|9|38|0
2278|0|1|4|0
218|1|0|8|1
10548|1|0|6|0
3938|1|1|12|0
5811|2|3|6|0
6838|0|0|4|0
754|0|0|2|0
130|4|4|23|0
3398|77|82|154|2
9281|0|0|2|0
10052|1|0|1|0
5820|12|4|28|0
335|0|0|8|0
5428|56|24|175|4
14718|7|4|16|1
4349|1|2|8|0
11827|0|0|2|0
8563|7|2|7|3
11877|1|0|2|0
10857|0|1|6|0
10599|0|0|2|0
13425|332|171|200|43
8564|5|1|8|1
12477|6|10|26|0
5340|17|11|16|0
1625|0|0|2|1
5753|1|2|2|0
14907|1|1|2|0
14556|52|34|46|3
5310|0|0|2|0
9546|57|28|40|0
2176|42|16|48|1
15707|13|14|16|0
3422|0|0|1|0
13722|75|18|14|1
426|8|0|9|0
2819|10|10|33|1
4157|230|166|183|18
5737|50|18|21|3
6483|1|7|67|0
15429|0|2|25|0
10112|1|0|2|0
216|13|4|15|1
14825|268|154|162|20
9090|0|0|9|0
6086|7|8|38|2
3984|68|43|83|8
9751|26|23|54|2
8409|183|45|103|14
2010|60|48|113|1
4584|3|3|6|0
4482|32|29|49|0
13950|14|7|64|3
7547|7|5|12|3
6601|4|2|12|0
15385|11|4|15|1
5685|0|0|18|0
1296|119|43|50|12
10916|8|4|8|0
8469|0|5|18|1
10934|27|12|16|2
11872|74|20|50|1
4784|1|0|14|0
13994|24|13|43|0
10528|4|5|78|3
11756|0|1|3|0
15673|1|1|15|0
985|5|2|23|1
14903|9|4|42|2
13092|22|12|34|1
8728|21|7|11|0
883|9|5|19|3
12655|28|19|17|1
4551|49|46|77|2
8659|4|5|12|1
14343|126|73|69|6
7702|19|7|16|0
773|9|13|46|1
1589|55|28|57|1
1480|25|26|163|3
12217|58|23|67|0
805|32|10|39|0
3523|5|1|12|0
9728|10|2|25|2
3550|0|0|10|0
11207|4|1|14|0
1579|18|4|19|0
2647|9|4|25|1
7510|0|0|4|0
13944|13|6|6|0
13000|17|7|22|0
1664|0|3|14|0
5258|33|18|27|0
3008|18|8|27|2
10889|0|1|10|0
2998|0|0|2|0
2604|36|14|89|4
6188|19|6|12|1
9465|130|55|114|30
13041|42|18|95|3
2091|116|86|143|3
7317|1|1|7|0
432|7|1|17|0
3232|30|19|79|2
5491|13|10|12|2
15240|2|2|12|0
9699|0|0|2|0
2824|170|44|85|2
9194|0|0|4|0
8809|4|2|2|0
11903|81|31|49|4
716|1|0|8|2
8174|0|0|5|0
11159|0|0|4|0
10433|2|4|16|0
9026|2|2|7|0
4885|7|18|26|0
6535|57|5|32|1
